8.454545454545455030e+00 , -5.651077248199002367e-01 , 8.250171267003345577e-01
8.545454545454546746e+00 , -6.376724684471946070e-01 , 7.703076158162150966e-01
8.636363636363636687e+00 , -7.049708201650193296e-01 , 7.092363095018894281e-01
8.727272727272726627e+00 , -7.664469781902593093e-01 , 6.423075817885229855e-01
8.818181818181818343e+00 , -8.215932249135325938e-01 , 5.700741818186307874e-01
8.909090909090910060e+00 , -8.699541200234690574e-01 , 4.931326688166091654e-01
9.000000000000000000e+00 , -9.111302618846769397e-01 , 4.121184852417565936e-01
9.090909090909091717e+00 , -9.447815861050271602e-01 , 3.277007088134981649e-01
9.181818181818181657e+00 , -9.706301740501315223e-01 , 2.405765267506607685e-01
9.272727272727273373e+00 , -9.884625481101503297e-01 , 1.514654778607609220e-01
9.363636363636363313e+00 , -9.981314347628232886e-01 , 6.110351003263098796e-02
9.454545454545455030e+00 , -9.995569808720019545e-01 , -2.976309778985326490e-02
9.545454545454544970e+00 , -9.927274131765413401e-01 , -1.203838989558512901e-01
9.636363636363636687e+00 , -9.776991355229865954e-01 , -2.100104768758088158e-01
9.727272727272726627e+00 , -9.545962630390318893e-01 , -2.979026260238661350e-01
9.818181818181818343e+00 , -9.236095970949019796e-01 , -3.833344651269865455e-01
9.909090909090910060e+00 , -8.849950495182270505e-01 , -4.656004320533119745e-01
1.000000000000000000e+01 , -8.390715290764524381e-01 , -5.440211108893697745e-01
